-73.4605,-34.5890,30.0822
-73.5677,-34.7385,30.3850
-73.6750,-34.8880,30.6877
-73.7305,-35.0605,26.7129
-73.7860,-35.2330,22.7382
-73.8415,-35.4055,18.7634
-73.8970,-35.5780,14.7886
-73.9882,-35.7248,17.8037
-74.0795,-35.8715,20.8188
-74.1707,-36.0182,23.8340
-74.2620,-36.1650,26.8491
-74.3070,-36.3050,23.7745
-74.3520,-36.4450,20.7000
-74.3970,-36.5850,17.6254
-74.4420,-36.7250,14.5508
-74.4613,-36.8298,13.7795
-74.4805,-36.9345,13.0082
-74.4998,-37.0392,12.2369
-74.5190,-37.1440,11.4656
-74.5383,-37.2488,10.6943
-74.5575,-37.3535,9.9230
-74.5768,-37.4582,9.1517
-74.5960,-37.5630,8.3804
-74.6107,-37.7067,7.4478
-74.6255,-37.8505,6.5152
-74.6403,-37.9942,5.5826
-74.6550,-38.1380,4.6500
-74.7003,-38.2390,8.3419
-74.7455,-38.3400,12.0339
-74.7908,-38.4410,15.7258
-74.8360,-38.5420,19.4177
-74.8740,-38.6735,17.7480
-74.9120,-38.8050,16.0782
-74.9500,-38.9365,14.4084
-74.9880,-39.0680,12.7386
-75.0282,-39.1920,13.0911
-75.0685,-39.3160,13.4436
-75.1088,-39.4400,13.7961
-75.1490,-39.5640,14.1485
-75.1385,-39.6885,5.2140
-75.1280,-39.8130,356.2794
-75.1448,-39.9495,358.5558
-75.1615,-40.0860,0.8323
-75.1782,-40.2225,3.1087
-75.1950,-40.3590,5.3851
-75.1935,-40.4850,3.9090
-75.1920,-40.6110,2.4328
-75.1905,-40.7370,0.9566
-75.1890,-40.8630,359.4805
-75.2397,-40.9890,3.8471
-75.2905,-41.1150,8.2137
-75.3413,-41.2410,12.5802
-75.3920,-41.3670,16.9468
-75.3932,-41.4817,12.8274
-75.3945,-41.5965,8.7079
-75.3957,-41.7112,4.5884
-75.3970,-41.8260,0.4689
-75.3983,-41.9408,0.4679
-75.3995,-42.0555,0.4669
-75.4008,-42.1702,0.4659
-75.4020,-42.2850,0.4648
-75.4410,-42.4567,2.7331
-75.4800,-42.6285,5.0013
-75.5190,-42.8003,7.2695
-75.5580,-42.9720,9.5377
-75.5765,-43.1410,8.2983
-75.5950,-43.3100,7.0589
-75.6135,-43.4790,5.8194
-75.6320,-43.6480,4.5800
-75.6695,-43.7488,7.2042
-75.7070,-43.8495,9.8284
-75.7445,-43.9502,12.4525
-75.7820,-44.0510,15.0767
-75.7869,-44.1508,13.4436
-75.7918,-44.2505,11.8105
-75.7966,-44.3503,10.1774
-75.8015,-44.4500,8.5443
-75.8064,-44.5498,6.9112
-75.8113,-44.6495,5.2781
-75.8161,-44.7493,3.6450
-75.8210,-44.8490,2.0119
-75.8441,-44.9502,2.0119
-75.8672,-45.0515,2.0119
-75.8903,-45.1527,2.0119
-75.9135,-45.2540,2.0119
-75.9366,-45.3552,2.0119
-75.9597,-45.4565,2.0119
-75.9828,-45.5577,2.0119
-76.0060,-45.6590,2.0119
